idx,algo,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword
1409,label,data analysis,data mining,learning (artificial intelligence),marketing data processing,text analysis,,,,,,,,,,,,,,,
1410,tfidf,service access,access,service access information,regulating,access information,service,information,services,regulating service access,regulating service,information disclosure,access services,access information disclosure,disclosure,regulate,privacy,uniform,constraints,requirements,framework
1410,label,authorisation,client-server systems,data privacy,information resources,,,,,,,,,,,,,,,,
1411,tfidf,heating,objective heating optimization,objective heating,multi objective heating,multi objective,heating optimization,multicriteria,goal programming,dynamic,goal,objective,multi,optimization,programming,varying price electricity,varying price,traditional epsilon constraint,traditional epsilon,time varying price,temperature intervals criteria
1411,label,dynamic programming,operations research,power consumption,space heating,spreadsheet programs,,,,,,,,,,,,,,,
1412,tfidf,nodal values,accuracy polynomial,nodal,hilbert space,hilbert,interpolation,operators,polynomial,accuracy,values,values operators given,values operators,values operator interpolation,values operator,space measure estimated,space measure,space disturbed nodal,space disturbed,polynomial operators hilbert,polynomial operators
1412,label,hilbert spaces,interpolation,polynomials,,,,,,,,,,,,,,,,,
1413,tfidf,face,skin color,skin,color,faces,neural,detection,visual scenes,using skin color,using skin,skin color detection,searching speed,search area,reducing face,face detection,color detection,visual,neural network,network,detection system
1413,label,backpropagation,computer vision,face recognition,image colour analysis,neural nets,,,,,,,,,,,,,,,
1414,tfidf,spectral method,multi interval,interval,spectral,spectral method time,single multi interval,single multi,optimal error estimate,multi interval legendre,method time,interval spectral method,interval spectral,interval legendre,methods time,error estimate,optimal error,legendre,multi,parabolic,single
1414,label,approximation theory,boundary-value problems,convergence of numerical methods,error analysis,optimisation,parabolic equations,partial differential equations,,,,,,,,,,,,,
1415,tfidf,semantic web,semantic,web,www semantic web,www semantic,web expands basic,web expands,web dramatically improve,web dramatically,web differentiating taxonomies,web differentiating,web based services,vocabularies semantic web,vocabularies semantic,vision www semantic,vision www,users deploying hierarchies,users deploying,taxonomies ontologies new,taxonomies ontologies
1415,label,information resources,meta data,software agents,vocabulary,,,,,,,,,,,,,,,,
1416,tfidf,processing computing systems,processing computing,ipcss,information processing computing,thermal power stations,thermal power,power stations,china,computing systems,stations,power,information processing,thermal,functional,experience,information,processing,computing,ways using experience,ways using
1416,label,commissioning,firmware,power station control,thermal power stations,,,,,,,,,,,,,,,,
1417,tfidf,wireless networking service,wireless networking,wired right accounting,wired right,speed changing landscape,speed changing,service providers need,right accounting business,right accounting,providers need know,networking service providers,networking service,need know keep,know keep speed,know keep,keep speed changing,keep speed,intelligence wireless networking,intelligence wireless,business intelligence wireless
1417,label,accounting,computer based training,document handling,information resources,management information systems,marketing,outsourcing,teleconferencing,wireless lan,,,,,,,,,,,
1418,tfidf,boolean,users,words,account,search,take,end,words random words,words random,words automatically treated,words automatically,users users must,users must able,users must,users make use,users clearly needed,users clearly,user moving since,user moving,use boolean searching
1418,label,boolean algebra,information resources,query formulation,search engines,,,,,,,,,,,,,,,,
1419,tfidf,weak tournaments,uncovered solutions weak,uncovered solutions,uncovered,top cycle uncovered,top cycle,solutions weak tournaments,solutions weak,cycle uncovered solutions,cycle uncovered,tournaments,cycle,weak,top,solutions,weak tournaments subsequently,weak tournaments study,tournaments subsequently establish,tournaments subsequently,tournaments study axiomatic
1419,label,decision theory,game theory,,,,,,,,,,,,,,,,,,
1420,tfidf,course,email,wanted,learning,identical,would,students,online,would offered online,would offered,would fare identical,would fare,web used email,way wanted see,way wanted,way find decided,way find,wanted see students,wanted see,wanted anonymous feedback
1420,label,computer aided instruction,distance learning,,,,,,,,,,,,,,,,,,
1421,tfidf,boundary constraints,modules,boundary,constraints,using trees,tree boundary constraints,tree boundary,silicon area,module placement,module,silicon,placement,chip,trees,tree,algorithm,area,work proposed algorithm,work proposed,work based sequence
1421,label,logic cad,modules,simulated annealing,trees (mathematics),,,,,,,,,,,,,,,,
1422,tfidf,source function,fragmentation equation study,fragmentation equation,equation study,coagulation fragmentation equation,coagulation fragmentation,coagulation,fragmentation,source,equation,use iteration algorithms,study problem reconstructing,study problem,study based optimal,source function kinetic,source function coagulation,solvability theory operator,solvability theory,solution reconstruction problem,solution reconstruction
1422,label,coagulation,iterative methods,physics computing,,,,,,,,,,,,,,,,,
1423,tfidf,mccarthy,mccarthy father ai,mccarthy father,father ai,father,ai,lisp,john mccarthy father,john mccarthy,john,intelligence,machines,would probably use,would probably,ways situation calculus,ways situation,use computational intelligence,use computational,tolerance creativity machines,tolerance creativity
1423,label,artificial intelligence,lisp,,,,,,,,,,,,,,,,,,
1424,tfidf,multistage,solving multistage convex,solving multistage,multistage convex programming,multistage convex,interior point,convex programming,interior,algorithm,convex,solving,parallel,step,programming,point,wrap around permutation,wrap around,used implement parallel,used implement,tridiagonal system newton
1424,label,convex programming,decision theory,newton method,parallel algorithms,predictor-corrector methods,,,,,,,,,,,,,,,
1425,tfidf,conversations,conversation,commitments,obligations,joint activity,specifications,activity,joint,shared,using conversation policies,using conversation,social commitments,shared social commitments,shared social,messages exchanged,discharge,commitments obligations,based principles,agents,conversation policies
1425,label,formal languages,software agents,,,,,,,,,,,,,,,,,,
1426,tfidf,splines,hyperbolic polynomial,hyperbolic,polynomial,polynomial splines,hyperbolic polynomial splines,curves,tensor product surfaces,product surfaces,catenary,kind,tensor product,tensor,new kind,sup,sup sup,uniform,surfaces,surface,product
1426,label,computational geometry,polynomials,splines (mathematics),,,,,,,,,,,,,,,,,
1427,tfidf,aerostatic,cable stayed,stayed,stayed bridges,cable stayed bridges,bridges,cable,aerostatic stability,bridge,stability,instability,stayed bridges proposed,stability cable stayed,stability cable,pitch moment coefficient,pitch moment,moment coefficient,example bridge,bridges proposed,aerostatic stability cable
1427,label,civil engineering computing,finite element analysis,mechanical stability,wind,,,,,,,,,,,,,,,,
1428,tfidf,optimality,sufficient,condition,programming,without differentiability assumption,without differentiability,wherein clarke 1975,wherein clarke,used define invexity,sufficient optimality condition,sufficient optimality,sufficient condition optimality,programming sufficient optimality,programming sufficient,programming problem without,problem without differentiability,optimality nondifferentiable invex,optimality nondifferentiable,optimality condition established,nonlinear programming problem
1428,label,functions,nonlinear programming,set theory,,,,,,,,,,,,,,,,,
1429,tfidf,stochastic gradient descent,stochastic gradient,gradient descent,descent,aco,gradient,stochastic,colony optimization,colony,ant colony optimization,ant colony,aco algorithms,ant,two techniques,optimization,use insight explore,use insight,two techniques known,techniques known ant,study relationship two
1429,label,artificial life,heuristic programming,learning (artificial intelligence),optimisation,search problems,,,,,,,,,,,,,,,
1430,tfidf,quadratic gauss,finite commutative rings,finite commutative,commutative rings,rings,commutative,gauss,quadratic,finite,sums finite commutative,sums finite,sum finite commutative,sum finite,rings article explicitly,rings article,quadratic gauss sums,quadratic gauss sum,gauss sums finite,gauss sums,gauss sum finite
1430,label,number theory,,,,,,,,,,,,,,,,,,,
1431,tfidf,omega automata,omega,automata,temporal,relationship omega automata,relationship omega,normal,normal form,temporal logic,relationship,logic,form,way technical proofs,way technical,use execution clausal,use execution,temporal logics show,temporal logic normal,temporal logic formulae,technical proofs correctness
1431,label,automata theory,temporal logic,theorem proving,,,,,,,,,,,,,,,,,
1432,tfidf,spline surfaces,parametrization,surfaces,spline,universal parametrization,universal,data points,construct,property,points,utilized takes account,utilized takes,us construct natural,universal parametrization generating,universal parametrization effectively,universal parametrization constructing,together without imposing,together without,takes account semi,surfaces several independently
1432,label,computational geometry,interpolation,splines (mathematics),,,,,,,,,,,,,,,,,
1433,tfidf,job rotation,job,rotation,damned,library,academic library,academic,within organizational development,within organizational,well discussion pros,well discussion,useful print internet,useful print,university library small,tools within organizational,tools within,tool kit brief,tool kit,systematic movement employees,systematic movement
1433,label,academic libraries,human resource management,personnel,,,,,,,,,,,,,,,,,
1434,tfidf,knowledge sharing,sharing,knowledge,toward knowledge sharing,toward knowledge,attitude toward knowledge,attitude toward,attitude,toward,sharing expected,sharing behavior,knowledge sharing expected,knowledge sharing behavior,individual knowledge sharing,determinants individual,expected,individual knowledge,determinants,rewards,individual
1434,label,information resources,information systems,social aspects of automation,strategic planning,,,,,,,,,,,,,,,,
1435,tfidf,workflow,workflow modeling,modeling,document based workflow,document based,based workflow modeling,based workflow,cbr,case based reasoning,based reasoning,case based,document,reasoning,case,based,workflow modeling need,workflow modeling mechanism,workflow modeling case,workflow model useful,workflow model
1435,label,business data processing,case-based reasoning,document handling,workflow management software,,,,,,,,,,,,,,,,
1436,tfidf,flexpro,words interested documenting,words interested,weisang co one,weisang co,weisang,way possible online,users flexpro words,users flexpro,tutorial live project,tutorial live,system clearly designed,system clearly,simplest way possible,simplest way,simple complex flexpro,simple complex,serve often ignored,serve often,selected mind
1436,label,data analysis,software reviews,statistical databases,,,,,,,,,,,,,,,,,
1437,tfidf,piezoelectric,plates,thermoelectroelastic,laminated plates,behavior piezoelectric,solution,laminated,coupled,exact,behavior,useful physical insight,useful physical,used benchmark assessing,used benchmark,trigonometric series applied,trigonometric series,treating imaginary eigenvalues,treating imaginary,thin thick plates,thin thick
1437,label,deformation,differential equations,eigenvalues and eigenfunctions,finite element analysis,intelligent structures,laminates,piezoelectric materials,structural engineering computing,thermoelasticity,,,,,,,,,,,
1438,tfidf,therapy,therapy decision,decision,decision task,therapy decision task,task,reuse,generic,subtasks,specialisation generic decision,specialisation generic,kads,generic decision,specialisation,hm,method,patient,libraries,associated,components
1438,label,decision support systems,heuristic programming,knowledge acquisition,medical expert systems,object-oriented methods,patient treatment,specification languages,,,,,,,,,,,,,
1439,tfidf,mid market,accounting systems,products,mid,accounting,systems,market,year extended products,year extended,welcome fourth annual,welcome fourth,systems welcome fourth,systems welcome,systems medium sized,systems medium,systems last september,systems last,systems enterprise resource,systems enterprise,survey accounting systems
1439,label,accounting,buyer's guides,,,,,,,,,,,,,,,,,,
1440,tfidf,learning package,learning,package,hotel,vonna hbp,vonna,hbp,novices,planning,students,multimedia,students novices,new learning package,new learning,multimedia internet,learning packages,hotel budget planning,hotel budget,budget planning,promotion
1440,label,budgeting data processing,courseware,hotel industry,internet,management education,multimedia computing,planning,,,,,,,,,,,,,
1441,tfidf,ghz,notebooks,intel,chip,price,mobile,good,zip ghz plus,zip ghz,users tempted buy,users tempted,units tested new,units tested,unit instead,tests found ghz,tests found,tested new models,tested new,tempted buy laptop,tempted buy
1441,label,computer evaluation,microprocessor chips,notebook computers,,,,,,,,,,,,,,,,,
1442,tfidf,pareto distributions,generalized pareto distributions,generalized pareto,pareto,statistics,distributions,goodness fit tests,fit tests,censored,generalized,order statistics,progressive,goodness fit,goodness,fit,characterization,tests,schemes,various goodness fit,various goodness
1442,label,pareto distribution,,,,,,,,,,,,,,,,,,,
1443,tfidf,cbr,cases,large scale,scale cbr,retrieving similar cases,retrieving similar,parallelized indexing,large scale cbr,similar cases,retrieving,parallelized,case based reasoning,based reasoning,case based,indexing,scale,similar,proposed,reasoning,large
1443,label,case-based reasoning,database indexing,deductive databases,parallel processing,problem solving,,,,,,,,,,,,,,,
1444,tfidf,bliss,dec,pdp,language,11,vax,pdp 11,pdp 10,bliss programming language,bliss programming,10,64,ia,32,programming language,programming,creation,architecture,characteristics,use
1444,label,high level languages,machine oriented languages,software portability,,,,,,,,,,,,,,,,,
1445,tfidf,vampire,prover,vampire high performance,vampire high,vampire describe vampire,vampire describe,targeted developers systems,targeted developers,systems specialists automated,systems specialists,system key implementation,system key,specialists automated reasoning,specialists automated,reasoning focuses design,reasoning focuses,prover casc jc,prover casc,performance theorem prover,performance theorem
1445,label,formal logic,inference mechanisms,theorem proving,,,,,,,,,,,,,,,,,
1446,tfidf,land,land administration,administration,developments,society,land administration systems,dynamic component,administration systems,tenure,component,long term,dynamic,static,term,long,value use land,value use,use land developments,use land,term return investment
1446,label,cartography,socio-economic effects,systems analysis,town and country planning,,,,,,,,,,,,,,,,
1447,tfidf,probabilistic characteristics,price series,probabilistic,price,share,series,mathematical,characteristics,trading consider problems,trading consider,three methods mathematical,statistical analysis share,share trading consider,share trading,share prices propose,share prices,series given probabilistic,series given,series discuss three,series discuss
1447,label,financial data processing,probability,series (mathematics),statistical analysis,stock markets,,,,,,,,,,,,,,,
1448,tfidf,distribution,wends way warehouse,wends way,wends,way warehouse floor,way warehouse,way souped distribution,way souped,warehouse floor customer,warehouse floor,vendors taking open,vendors taking,track product wends,track product,taking open road,taking open,suites track product,suites track,suites,souped distribution suites
1448,label,accounting,goods distribution,stock control,warehouse automation,,,,,,,,,,,,,,,,
1449,tfidf,symport antiport rules,symport antiport,symport,antiport rules,antiport,objects,rules,systems symport antiport,systems symport,rules applied,membranes,computation,membrane,languages,applied,systems,certain,written coding string,written coding,way investigated respect
1449,label,computational linguistics,grammars,,,,,,,,,,,,,,,,,,
1450,tfidf,control polygon,minimization,polygon,symmetric,symmetric linear constraints,symmetric linear,polygon polynomial,minimization problem,control polygon polynomial,polynomial,linear constraints,minimum,constraints,us,control,point,useful geometrical interpretation,useful geometrical,use blossoming theory,use blossoming
1450,label,computational geometry,minimisation,polynomials,,,,,,,,,,,,,,,,,
1451,tfidf,data security,voice,hdsp scheme,hdsp,security,data,voice internet protocol,voice internet,voice achieving,security protection,proposed hdsp scheme,proposed hdsp,high data security,hierarchical data security,hierarchical data,frame voice achieving,frame voice,data security protection,packet loss,high data
1451,label,cryptography,internet telephony,protocols,security of data,,,,,,,,,,,,,,,,
1452,tfidf,normalised,disturbance response,disturbance,response,dynamic error,processes dead time,processes dead,integral processes dead,integral processes,dead time,quantitatively,dead,control,specifications,bound,integral,maximum,processes,error,used characterise step
1452,label,control system analysis,observers,robust control,,,,,,,,,,,,,,,,,
1453,tfidf,dependence,dependence theory,organisational,social,study emerging,social organisational,multiagent,dependence graphs,groups,complexity,contexts,collective,graphs,theory,emerging,agent,study,theoretical,structures,group
1453,label,graph theory,multi-agent systems,social sciences,,,,,,,,,,,,,,,,,
1454,tfidf,ip,grobner,problem ip sub,problem ip,ip sub,ip problem ip,ip problem,grobner basis,geometric buchberger algorithm,geometric buchberger,buchberger algorithm,buchberger,truncated,algorithm,truncated grobner basis,truncated grobner,grobner bases,grin,geometric,bases
1454,label,integer programming,minimisation,,,,,,,,,,,,,,,,,,
1455,tfidf,schedule optimisation,schedule,optimisation,annealing,sub problem,base schedule optimisation,base schedule,airline base schedule,airline base,passenger,airline,simulated annealing,sub,flight,problem,base,operators,simulated,architecture,underlying problem structure
1455,label,air traffic,mathematical operators,scheduling,simulated annealing,travel industry,,,,,,,,,,,,,,,
1456,tfidf,at89c51 52,at89c51,52,microcontroller,versatile microcontroller hand,versatile microcontroller,started describe inexpensive,started describe,programmers faced plethora,programmers faced,plethora applications design,plethora applications,microcontrollers get started,microcontrollers get,microcontrollers,microcontroller programmer,microcontroller hand author,microcontroller hand,memory programmers faced,memory programmers
1456,label,microcontrollers,programming,,,,,,,,,,,,,,,,,,
1457,tfidf,thermoacoustic,cylindrical,tat,reconstruction,frequency domain reconstruction,exact frequency domain,exact frequency,thermoacoustic tomography,domain reconstruction,reconstruction method,frequency domain,tomography,exact,frequency,domain,image,wave cylindrical coordinates,wave cylindrical,vol 21 823,using new expansion
1457,label,acoustic tomography,biomedical ultrasonics,fourier transforms,image reconstruction,medical image processing,microwave imaging,thermoacoustics,,,,,,,,,,,,,
1458,tfidf,euclidean combinatorial optimization,euclidean combinatorial,dynamic programming method,combinatorial optimization,programming method,combinatorial,euclidean,dynamic programming,solved,optimization,programming,solved example,solved dynamic programming,solved dynamic,solution euclidean combinatorial,solution euclidean,servicing enterprises solved,servicing enterprises,selected solved dynamic,selected solved
1458,label,computational geometry,dynamic programming,optimisation,,,,,,,,,,,,,,,,,
1459,tfidf,control,control law,sliding mode,proposed control,sliding,control scheme,closed loop,loop,mode,law,closed,controller,proposed,well tuned pi,via averaging techniques,via averaging,underlying closed loop,underlying closed,uncertainty estimator developed,uncertainty estimator
1459,label,chemical technology,closed loop systems,control system synthesis,noise,nonlinear systems,robust control,two-term control,uncertain systems,variable structure systems,,,,,,,,,,,
1460,tfidf,tomography planar,thermoacoustic tomography planar,size detector,finite size detector,reconstruction,thermoacoustic tomography,thermoacoustic,reconstruction algorithm,domain reconstruction,finite size,planar,finite,detector,tomography,exact,algorithm,domain,size,verified also demonstrate,verified also
1460,label,acoustic tomography,biomedical ultrasonics,image reconstruction,medical image processing,thermoacoustics,,,,,,,,,,,,,,,
1461,tfidf,functionality service,active functionality service,active functionality,service,functionality,events,service based,business rules,active,heterogeneous,business,rules,approach,uses integral ontology,uses integral,subscribe notification mechanism,subscribe notification,subscribe,software active functionality,software active
1461,label,client-server systems,driver information systems,electronic commerce,information dissemination,internet,knowledge engineering,online front-ends,,,,,,,,,,,,,
1462,tfidf,oral,sources,writers,oral sources,new jersey,jersey,written,written sources,writers publications,women writers,american women writers,american women,african american women,african american,african,publications,american,community,women,written sources personal
1462,label,bibliographies,gender issues,libraries,literature,,,,,,,,,,,,,,,,
1463,tfidf,cell,cell simulation,gene,simulation,software engineering,molecular,software,engineering,project,scale,modeling,workings life dozens,workings life,words given sufficient,words given,whole cell scale,whole cell,vary respect species,vary respect,various pieces words
1463,label,biology computing,cellular biophysics,digital simulation,molecular biophysics,object-oriented methods,software engineering,,,,,,,,,,,,,,
1464,tfidf,time pasteurisation process,time pasteurisation,temperature short time,temperature short,short time pasteurisation,pasteurisation process,pasteurisation,high temperature short,dmc,control high temperature,high temperature,short time,control high,control,temperature,short,whose parameters present,whose parameters,varying parameters order,variable dependence new
1464,label,delays,food processing industry,nonlinear control systems,predictive control,step response,transfer function matrices,,,,,,,,,,,,,,
1465,tfidf,lv,cineangiocardiograms,views,ray,real lv,ray cineangiocardiograms,recovery,multiple views,shape,contours,shape recovery,shape multiview ray,shape multiview,real lv cineangiocardiograms,multiview ray cineangiocardiograms,multiview ray,multiview,lv shape,lv cineangiocardiograms,left ventricular
1465,label,angiocardiography,calibration,image reconstruction,image sequences,medical image processing,shape measurement,,,,,,,,,,,,,,
1466,tfidf,sliding,continuous feedback control,continuous feedback,sliding mode,feedback control,scheduling,control,mode,schedules,continuous,feedback,sliding mode dynamics,mode dynamics,feedback control approach,dynamics,control approach,near,control system,system,manufacturing
1466,label,continuous time systems,discrete event systems,dynamics,feedback,production control,variable structure systems,,,,,,,,,,,,,,
1467,tfidf,project,project information,construction project,construction,project management,wpms,project management system,web,management system,information,management,technologies,concept,www associated technologies,www associated,wpms promises enhance,wpms promises,wpms electronic project,wpms electronic,wide web www
1467,label,construction industry,internet,project management,,,,,,,,,,,,,,,,,
1468,tfidf,sites,news,news sites,english,sites english,english language,foreign,language,us,world allows us,world allows,web access news,web access,versions non north,versions non,variety foreign us,variety foreign,varied terms quality,varied terms,using effectively requires
1468,label,information resources,information retrieval,information science,,,,,,,,,,,,,,,,,
1469,tfidf,0,caregroup,healthcare,wireless,poe,deaths,care,medical,errors,years ago institute,year deaths highway,year deaths,wireless technology web,wireless technology,wireless networks,winning combination wireless,winning combination,web create provider,web create,wake call healthcare
1469,label,health care,mobile computing,,,,,,,,,,,,,,,,,,
1470,tfidf,plateauing,career,life,would,would turn one,would turn,would attend library,would attend,valuable sessions would,valuable sessions,use strategies suggested,use strategies,understand phenomenon plateauing,understand phenomenon,turn one valuable,turn one,term career satisfaction,term career,summarized examples given,summarized examples
1470,label,employment,information science,library automation,personnel,,,,,,,,,,,,,,,,
1471,tfidf,suspension,stroke dependent,truck,stroke,damper,dependent,damping,suspension deflection,stroke dependent damping,dependent damping,deflections,comfort,optimization,deflection,vehicle model,suspension truck,suspension deflection working,stroke dependent damper,multibody,inward
1471,label,damping,digital simulation,dynamics,linear programming,mechanical variables control,road vehicles,,,,,,,,,,,,,,
1472,tfidf,complementarity,validation,solutions nonlinear complementarity,solutions nonlinear,nonlinear complementarity,complementarity problems,solutions,nonlinear,test,validation solutions complementarity,validation solutions,validation procedure performs,validation procedure,validation method solutions,validation method,test result test,test result,test positive guaranteed,test positive,solutions complementarity problems
1472,label,matrix algebra,optimisation,,,,,,,,,,,,,,,,,,
1473,tfidf,integral,alpha,sub,theta,theta sub,integral equation,two dimensional integral,sub theta sub,sub theta,dimensional integral,equation,two dimensional,integral equation alpha,equation alpha,dimensional integral equation,alpha alpha,kernel,pi,dimensional,two
1473,label,bessel functions,integral equations,,,,,,,,,,,,,,,,,,
1474,tfidf,diffusion,trajectories,velocity,weight,transition modelling,euler scheme,directional derivative,diffusion trajectories,convective velocity,convective,directional,diffusion equation,modelling,euler,derivatives,concentration,derivative,transition,boundary,equation
1474,label,boundary-value problems,differentiation,diffusion,integral equations,monte carlo methods,physics computing,random processes,,,,,,,,,,,,,
1475,tfidf,neural,sub infinity,infinity,sub infinity control,infinity control,sub,neural net based,net based sub,infinity control design,adaptive neural net,neural networks,net based,multilayer feedforward neural,multilayer feedforward,feedforward neural networks,based sub infinity,feedforward neural,based sub,adaptive neural,neural net
1475,label,adaptive control,control system synthesis,feedforward neural nets,h/sup infinity / control,linear systems,matrix algebra,multilayer perceptrons,neurocontrollers,nonlinear control systems,state feedback,uncertain systems,,,,,,,,,
1476,tfidf,structure,structure trees,local reductions,sum,reductions,formulas,trees,local,formula,specified problems,find value,monoid,symbols,quantified,terms,generic,specified,transform,variables,find
1476,label,computational complexity,constraint theory,data structures,dynamic programming,genetic algorithms,,,,,,,,,,,,,,,
1477,tfidf,state constraint,maximum principle,state,optimal control,constraint,principle,maximum,control,unboundedness nonlinearity operator,unboundedness nonlinearity,unboundedness,theorems give examples,theorems give,systems two point,subject semilinear equation,subject semilinear,study optimal control,study optimal,state respect control,state respect
1477,label,fluid dynamics,maximum principle,optimal control,,,,,,,,,,,,,,,,,
1478,tfidf,nn,nn based,robot,nn based controller,based controller,controller,trajectory,control system,neural,control,work confirmed superiority,work confirmed,weights obtained training,weights obtained,use new type,type neural network,type neural,trajectory robot discussed,trajectory robot,trajectory control using
1478,label,feedback,learning (artificial intelligence),manipulator dynamics,mobile robots,multivariable control systems,neurocontrollers,nonlinear control systems,position control,recurrent neural nets,runge-kutta methods,time-varying systems,,,,,,,,,
1479,tfidf,converter,network various,cl sup,cl,compound,resonant,sup,dc,type,width modulation experimental,width modulation,varying switching frequency,varying switching,various topological alternatives,various topological,various advantages limitations,various advantages,uses one capacitor,uses one,type resonant dc
1479,label,bridge circuits,dc-dc power convertors,electric current control,pwm power convertors,resonant power convertors,switching circuits,voltage control,,,,,,,,,,,,,
1480,tfidf,project failure,project,failure,leadership,dollars,projects,many,resources,information,year many projects,year many,ventures significant concern,ventures significant,ventures,user involvement executive,user involvement,two countries many,time resources ventures,time resources,thousand dollars ten
1480,label,information systems,project management,software development management,systems analysis,,,,,,,,,,,,,,,,
1481,tfidf,designs,supersaturated,supersaturated designs,uniform supersaturated,construction method,uniformity,construction,discrepancy,uniform,via resolvable balanced,via resolvable,uniformity supersaturated designs,uniformity supersaturated,uniformity construction method,uniformity construction,uniform supersaturated designs,uniform supersaturated design,supersaturated designs via,supersaturated designs lower,supersaturated designs factorial
1481,label,cad,,,,,,,,,,,,,,,,,,,
1482,tfidf,scaler,channel,multichannel scaler,dynamic light scattering,dynamic light,light,light scattering,counting,multichannel,scattering,200,transfer,statistical,parallel,standard,widths short 200,widths short,wavelet statistical techniques,using standard high,use multichannel scaler
1482,label,computerised instrumentation,light scattering,peripheral interfaces,photon correlation spectroscopy,programmable logic devices,scaling circuits,signal processing equipment,statistical analysis,timing,,,,,,,,,,,
1483,tfidf,unmeasured,third generation,projections,views,first order,third,order,measured,differential,generation,working fourier domain,working fourier,volumetric computed tomography,volumetric computed,views measured views,views measured,views compute unmeasured,views compute,vct views measured,vct views
1483,label,computerised tomography,differential equations,image reconstruction,medical image processing,,,,,,,,,,,,,,,,
1484,tfidf,dual band,battlefield,band,aircraft,dual,imaging,image,yields information possible,yields information,would offer information,would offer,visible spectrum image,visible spectrum,used expose fuel,used expose,technologies satisfying need,technologies satisfying,tactical airborne reconnaissance,tactical airborne,status aircraft runway
1484,label,image registration,image sensors,infrared imaging,military equipment,remote sensing,sensor fusion,,,,,,,,,,,,,,
1485,tfidf,problem second order,operator,problem second,operator equations,equations,second,second order,numerical solution,discretization,numerical,boundary,variable infinite system,variable infinite,value problem second,types nonstationary problems,types nonstationary,trigonometric quadrature rules,trigonometric quadrature,transformation respect time,transformation respect
1485,label,boundary integral equations,differential equations,initial value problems,,,,,,,,,,,,,,,,,
1486,tfidf,cone beam,cone,beam,feldkamp,equiangular,projection data,projection,feldkamp algorithm,reconstruction,cone beam projection,beam projection data,beam projection,image reconstruction,image,data,medical,generalized,various applications especially,useful area framework,useful area
1486,label,computerised tomography,image reconstruction,medical image processing,,,,,,,,,,,,,,,,,
1487,tfidf,facility,units,sup,two facility,purchased,omega sup 2k,flow costs,capacity purchased,batches units,sup 2k,omega sup,matching algorithm,2k,problem,simplex method,network design,batches,simplex,one,flow
1487,label,computational complexity,directed graphs,integer programming,linear programming,operations research,,,,,,,,,,,,,,,
1488,tfidf,narx,polynomial models,narx polynomial models,narx polynomial,nonlinearities,models,polynomial,using simulated real,useful grey box,useful grey,terms regressors coefficients,terms regressors,shown nonlinearities mapped,shown nonlinearities,results illustrated using,representation estimation shown,representation estimation,relationships useful grey,relationships useful,regressors coefficients narx
1488,label,autoregressive processes,eigenvalues and eigenfunctions,identification,modelling,polynomials,,,,,,,,,,,,,,,
1489,tfidf,inversion,heat,problem,sor,heat conduction,conduction,inverse problem,regularization,inverse,temperature,initial,value problem related,two dimensional heat,transient temperature measurements,tikhonov regularization presented,tikhonov regularization,tikhonov,temperature measurements conditional,temperature distribution transient,technique successive relaxation
1489,label,error analysis,heat conduction,inverse problems,iterative methods,parabolic equations,relaxation theory,,,,,,,,,,,,,,
1490,tfidf,organizational memory,memory,organizational,navigation,two human centred,two human,portal organizational memory,portal organizational,organizational memory information,memory information system,memory information,intranet portal organizational,intranet portal,human centred features,human centred,centred features,conceptual model,intranet,centred,portal
1490,label,business data processing,human factors,information retrieval,information systems,intranets,online front-ends,user interfaces,,,,,,,,,,,,,
1491,tfidf,sub,toland,critical point,critical,dc,semilinear elliptic,dc functions,semilinear,elliptic,converges,point,functions,sub sub,sense,way sub critical,way sub,two convex functions,two convex,toland sense also,toland sense
1491,label,convergence,elliptic equations,sequences,,,,,,,,,,,,,,,,,
1492,tfidf,leave,career,renewal,midlife,creative,perfect,librarians,article,professionals,time,often,means,one,world creative endeavor,world creative,words professionals often,words professionals,within often insist,within often,well executed superb
1492,label,employment,human resource management,information science,libraries,personnel,professional aspects,,,,,,,,,,,,,,
1493,tfidf,human,human centered,centered,designing,hcc,designing human centered,systems,methodology designing,designing human,human centered computing,centered computing,agent,artificial,methodology,factors,distributed,computing,using electronic medical,users structures often,users structures
1493,label,human factors,information systems,medical information systems,records management,software agents,task analysis,user centred design,user interfaces,,,,,,,,,,,,
1494,tfidf,cadastral,cadastral database,analytical reconstruction,reconstruction,new method,urban,boundaries,analytical,database,accurate,field,method,described,various original ground,urban digital cadastre,urban digital,urban cadastral reality,urban cadastral,traverse networks providing,traverse networks
1494,label,cartography,geographic information systems,terrain mapping,town and country planning,visual databases,,,,,,,,,,,,,,,
1495,tfidf,interpolation functions,fractal interpolation functions,fractal interpolation,interpolation,fractal,domains,rectangular domains,interpolation functions defined,bivariate fractal interpolation,bivariate fractal,functions,functions defined,bivariate,rectangular,defined,tensor product bivariate,spaces consisting functions,spaces consisting,result existence affine,result existence
1495,label,fractals,interpolation,,,,,,,,,,,,,,,,,,
1496,tfidf,alpha,sup alpha,alpha sup,sup,alpha sup alpha,interpolation,type interpolation problems,type interpolation,sup alpha sup,sup alpha alpha,pal type interpolation,pal type,pal,alpha alpha sup,sub sup alpha,regularity,interpolation problems,alpha alpha,zeros,sub sup
